user_id,catb_recommender
977,"[995242, 1029743, 1082185, 5569471, 6534178, 883404, 1113438, 10285106, 893501, 1039589, 1106301, 913210, 1011300, 10285144, 1023196, 1138189, 1058021, 979707, 859075, 1096036, 1102067, 834117, 866211, 15831209, 862682, 895652, 1014948, 844179, 981760, 1027068, 862854, 1073775, 862349, 896085, 844165, 849870, 1053690, 1085604, 934156, 1007642, 1110572, 1033046, 961554, 916122, 923746, 902396, 1036661, 1044078, 914190, 1078100, 962229, 1048962, 826249, 1070820, 995785, 860776, 1058997, 965766, 5978656, 1098066, 5569230, 1050534, 868953, 1004906, 850290, 908531, 878996, 1097815, 1092026, 844685, 903325, 998666, 991592, 1120266, 962568, 840361, 854852, 911319, 909894, 951590, 1106523, 1068719, 1081177, 1133018, 12670635, 1126899, 1124077, 991948, 904360, 1127831]"
978,"[1106523, 862349, 951590, 1082185, 1070820, 1133018, 6534178, 981760, 5569471, 13841744, 852360, 1098844, 5569230, 12673243, 969568, 1062002, 979707, 826597, 1122889, 7025203, 844179, 1042907, 1095040, 1006250, 1013167, 901062, 923746, 7155863, 10285185, 986912, 1053690, 880969, 866211, 854852, 911454, 1044078, 12428436, 983316, 878996, 7024871, 969866, 883404, 965766, 1035843, 1037965, 1030182, 971585, 1109370, 916122, 994928, 1046587, 854405, 860776, 1081177, 940766, 903325, 1116476, 995785, 1113111, 891028, 998352, 909714, 840361, 5978656, 1058997, 872137, 1024306, 1004906, 12810393, 1103902, 962568, 826249, 1126899, 1068719, 1098066, 961554, 844165, 908531, 871756, 995242, 1096036, 859075, 938187, 970202, 962229, 1009046, 1127179, 874617, 912704, 1029743, 1119546, 891954, 904360, 1023720, 933637, 948953, 819594, 1127831]"
979,"[1082185, 6534178, 1042702, 912137, 995242, 1029743, 904236, 899624, 854261, 951593, 5978656, 5978648, 880150, 995785, 859075, 866211, 891752, 1041259, 826272, 1070702, 820165, 971585, 860776, 986947, 882109, 854852, 835004, 834484, 1106523, 1048472, 1115553, 903325, 6391381, 938700, 1121384, 878996, 911622, 1127328, 1071342, 1133018, 962568, 883404, 999971, 1082212, 7166861, 826249, 826952, 916122, 10285243, 1077540, 10285141, 1035676, 845208, 888275, 855356, 1055646, 1100972, 981760, 7155863, 14025185, 998189, 1043837, 819304, 1005186, 916758, 898847, 1110843, 888431, 1039287, 1053754, 908531, 12263788, 854133, 895743, 1046587, 962229, 835278, 837751, 898349, 1098066, 1008547, 990656, 908846, 849843, 831557, 1139216, 921836, 906923, 1068292, 842140, 819927, 1000050, 880377, 1005274, 1001680, 7025106, 1092120, 979707, 939636, 5570109, 918335, 5568378, 940766, 961554, 1041796, 1004906, 1027068, 1051516, 12518330, 1123720, 850645, 15717057, 1007195, 1107538, 874618, 833940, 1047769, 1122568, 10149640, 904360, 847270, 994928, 1013321, 6034966, 936914, 923746, 869577, 1039156, 865178, 860703, 965766, 1027090, 983584, 866227, 5568729, 861819, 1090676, 1033142, 982833, 857849, 10341697, 1109192, 829001, 5565925, 1054539, 987724, 831888, 862349, 1074524, 1058779, 839162, 1092303, 840361, 940947, 1055425, 849003, 923673, 999730, 12130522, 1065380, 13841744, 1123022, 1103105, 5995609, 9881592, 1104343, 6534480, 1103691, 1054262, 1098844, 1079987, 1026118, 1037863, 847982, 844054, 1136524, 874972, 1003188, 952698, 1028473, 953476, 976998, 868909, 908064, 9884484, 864805, 6979345, 891961, 919534, 844179, 1048462, 12648296, 977658, 1018859, 857503, 897954, 947798, 951590, 901344, 933835, 976199, 907014, 990797, 1067185, 883932, 885290, 917407, 916381, 7409880, 1079820, 1071939, 1038985, 877358, 901062, 1136257, 1096099, 1043416, 1046131, 1046689, 1049788, 1075368, 893221, 911311, 1109014, 1046545, 5569327, 1053690, 1069334, 849297, 901205, 843306, 9707199, 909714, 6534035, 1085604, 1035836, 834842, 913144, 8014645, 6979048, 1029504, 862070, 850807, 858373, 1058997, 945611, 987562, 1065061, 8090521, 827570, 1122358, 1125199, 1101010, 1027168, 983936, 1072405, 5591490, 9835509, 1076738, 908504, 1078741, 1033046, 860975, 1092026, 1126252, 13008334, 1038325, 1065593, 1070820, 993638, 907662, 1091520, 12810393, 985999, 1089066, 845265, 1024306, 929668, 12731583, 1034956, 1022003, 1050229, 12263692, 1044078, 5590158, 1132771, 1068719, 1082141, 1122889, 5569230, 1053730, 986912, 831763, 1132036, 848319, 8290421, 861279, 1135681, 1096036, 1126899, 831628, 834382, 1107039, 938138, 9677748, 1000753, 863447, 970030, 879755, 879506, 1014802, 6772859, 859191, 1052335, 1118046, 951197, 1134522, 6979485, 995965, 972931, 879808, 966358, 867272, 1056509, 849098, 859237, 1013770, 1057260, 833025, 8090537, 835098, 5592931, 1117514, 869903, 7025203, 871756, 1138443, 838186, 886481, 1092885, 988716, 1028816, 1077490, 869024, 6034857, 1077555, 884333, 1080414, 1124729, 1135258, 5569845, 1030981, 1105488, 1022254, 1082310, 1075637, 835347, 1123434, 1062002, 900703, 872137, 843756, 931255, 1101173, 1121393, 820518, 15926775, 844165, 1044895, 8203342, 1116821, 944836, 971922, 913894, 1087785, 913785, 893018, 898068, 9522352, 977166, 9524511, 1022119, 1014948, 1038217, 1040807, 870547, 9420337, 898958, 5585510, 824005, 1087102, 1043301, 1042438, 1020210, 892862, 868764, 890610, 913210, 866755, 893501, 834117, 7167853, 1081177, 1127179, 832678, 1110572, 9245106, 865456, 1057102, 914190, 1039589, 15741861, 1114006, 8019716, 845307, 999858, 1138467, 909894, 1043590, 933637, 1006184, 1084331, 5569471, 910032, 1076056, 896369, 1119051, 952163, 897125, 883003, 1085256, 1023720, 7024990, 1137688, 930917, 1022053, 1062966, 930118, 891954, 897165, 1027569, 1102959, 1098248, 965267, 9527290, 1127831, 9526410]"
980,"[1082185, 859075, 862349, 1134522, 6534178, 856772, 1085604, 15926844, 883404, 987562, 855557, 986912, 8019716, 966005, 1102959, 1040935, 845774, 940700, 995242, 1074754, 1136257, 1070820, 1038692, 1042438, 1012587, 1029743, 833025, 1037863, 832678, 981760, 1022254, 1081177, 826249, 9527494, 9527160, 978077, 1106523, 1098066, 951590, 1004906, 995785, 916122, 961554, 831712, 910032, 923746, 1133018, 5569230, 840361, 1126899, 962568, 12648967, 1074697, 892768, 1044078, 837270, 1050883, 908531, 866211, 881706, 9526410, 973916, 904360, 9527290, 1127831]"
981,"[1082185, 995242, 6391497, 6534178, 951590, 1081017, 1096727, 1092937, 1029743, 866211, 1126808, 883404, 939900, 976214, 941198, 906923, 1082212, 871722, 913210, 981760, 7025490, 916122, 1087916, 826597, 986912, 5582712, 1133254, 852600, 1098066, 10150194, 9836526, 940947, 878996, 999563, 1058997, 826249, 1013928, 962229, 995785, 891405, 898466, 1044078, 824758, 897088, 994928, 9803601, 838186, 5569230, 906838, 849843, 1062002, 854852, 914190, 1004906, 919423, 12672980, 961554, 929341, 824931, 5978656, 5978648, 857006, 1103752, 1014948, 844179, 1127825, 1007269, 1002850, 1009368, 1086483, 963336, 1127328, 860776, 1070820, 859075, 1092354, 1024306, 1041796, 1022827, 1105917, 962568, 1096036, 844165, 862349, 969941, 903325, 13512060, 1119399, 910032, 908531, 1076056, 1081177, 1053690, 833025, 904360, 1057350, 1092026, 1127179, 923746, 1098248, 8290421, 1133018, 1106523, 897165, 930118, 933637, 1080601, 1068719, 1033142, 1126899, 1023720, 840361, 1057102, 891954, 965267, 1105488, 1127831]"
982,"[1082185, 969932, 939546, 852065, 8020234, 908531, 6534178, 5563693, 1092835, 9677202, 995242, 976864, 839188, 981760, 951590, 863030, 1072523, 890344, 1029743, 9487927, 962229, 9526673, 1005456, 1004906, 979877, 981521, 12185235, 1038217, 1083721, 1069621, 1075368, 5569230, 912004, 1110244, 959931, 1096036, 885697, 967751, 1039348, 878996, 1044078, 1001412, 1043301, 983584, 1074754, 883202, 910032, 925626, 943076, 1003487, 919534, 951197, 999270, 844179, 962568, 956599, 989830, 1051211, 860776, 856252, 907099, 932863, 6772852, 995896, 1042438, 883404, 999971, 938700, 12263692, 1070272, 1033372, 1102959, 967395, 980433, 9677236, 960732, 1068719, 1121384, 1119761, 1043494, 986912, 15926887, 1003616, 854852, 1036347, 1022119, 953476, 1058997, 863802, 1055646, 883932, 995785, 999104, 902172, 1065593, 980727, 999779, 1028953, 13841744, 5978656, 5978648, 12262778, 940947, 5592931, 922907, 903325, 870547, 926905, 904360, 7441210, 15926844, 898212, 9707199, 891423, 12301839, 899624, 1051323, 1038663, 866227, 7409874, 865178, 892531, 1126899, 862349, 1070782, 10121965, 1134810, 849843, 965766, 1122358, 925694, 847573, 1070820, 5568378, 905636, 913210, 973889, 916993, 1101010, 896369, 1053628, 982493, 990797, 5569471, 1131488, 834484, 5569327, 929668, 916122, 961851, 826249, 1133018, 952317, 961554, 834117, 1131321, 893018, 12987975, 9858742, 1055504, 9571047, 1106523, 9526892, 960984, 9913338, 999858, 1120443, 901062, 1095068, 9881593, 845208, 824005, 7410335, 821200, 1109370, 9527494, 5574409, 1000753, 983936, 1098066, 1130458, 1136257, 5591170, 913785, 1037340, 5569845, 1072968, 982790, 840361, 994928, 859075, 944534, 1039156, 910473, 1071939, 932242, 933835, 8090537, 866211, 6034857, 986947, 987562, 1053690, 820165, 1026118, 1105488, 995876, 923746, 1067749, 1048383, 885406, 995211, 1003188, 1028816, 9337729, 951761, 854354, 908064, 952163, 1041796, 971949, 9546982, 1137387, 1084613, 5585510, 12810393, 1042616, 1130951, 1054262, 897125, 842125, 1134522, 833025, 1133556, 8090521, 1014948, 847270, 1021324, 952698, 1058930, 844165, 1005186, 1081177, 1110695, 1051516, 1057231, 933067, 1013321, 1072519, 832678, 12811532, 8205620, 1110572, 12185599, 868764, 1062966, 12132315, 1119051, 1120928, 9526410, 907014, 871756, 5569379, 9527290, 1081017, 1046545, 857849, 1062002, 993638, 909894, 914190, 1012587, 9832156, 979707, 976199, 970030, 1056509, 1043590, 827999, 9832469, 10309725, 1080414, 1124729, 1127831, 1022003, 1137688, 916381, 1092026, 1049788, 1007195, 930118, 847982, 857503, 1077555, 1033142, 5569792, 1024306, 1094262, 879755, 995965, 1132771, 1098248, 890610, 893501, 1127179, 1076056, 883003, 1027569, 909714, 1006184, 835098, 1040807, 1022254, 1037863, 1085604, 965267, 1023720]"
983,"[1082185, 1075368, 1029743, 990797, 6534178, 933835, 1102416, 913210, 1101010, 979707, 15926886, 995242, 903325, 8090521, 8090537, 844179, 965766, 5569230, 947798, 834117, 5568378, 938700, 961554, 1047968, 1081177, 1043590, 6464208, 1046584, 1096036, 12577242, 1005609, 985893, 13945244, 899624, 6464147, 1108168, 824005, 1056509, 909714, 844759, 877447, 859075, 971852, 5569327, 994928, 870515, 1053690, 981760, 1027168, 849843, 1007911, 889731, 1138443, 1067695, 962568, 5569374, 1044078, 12524323, 844165, 847982, 826385, 890955, 878996, 883404, 999971, 1012284, 1034686, 1004906, 1005186, 1042907, 1108131, 907392, 919948, 987724, 951590, 873203, 834484, 1128464, 908531, 929433, 1043416, 1106523, 896974, 1075470, 12731306, 1127624, 15926844, 1002558, 826249, 820165, 986947, 995785, 987562, 833025, 893018, 845208, 929751, 845307, 986912, 5569471, 1055646, 1029504, 934427, 5592261, 5591083, 921744, 1134522, 1132968, 1118012, 871756, 1095100, 962229, 1068719, 916381, 923746, 940947, 1077555, 1087102, 1107553, 866211, 12302069, 12384365, 12810393, 866227, 1092026, 5569845, 916122, 1136257, 1103105, 1133018, 896369, 1039156, 1118787, 1071939, 914190, 936753, 860776, 854852, 868764, 6034857, 856772, 963971, 12757140, 13213015, 1033142, 925626, 840361, 1109948, 904360, 870547, 951197, 901062, 1003178, 5978656, 5978648, 985999, 874972, 870608, 1132771, 1013770, 1065593, 959821, 1038217, 883003, 919534, 907652, 1098066, 1019247, 910032, 995965, 1058779, 1000753, 832678, 879755, 828328, 873654, 1131438, 1126899, 847270, 1065538, 819765, 5592931, 1072968, 1023720, 1058997, 1043301, 15926775, 976199, 839419, 1110572, 983584, 1097815, 861279, 867188, 1022119, 1130468, 964968, 999858, 12811532, 1019099, 1117514, 1107420, 1013321, 1102959, 893501, 1035842, 1043751, 1130763, 897125, 831509, 1075175, 854405, 900586, 971922, 1070820, 6703789, 857849, 954673, 888532, 5585510, 1130858, 12812261, 838010, 12695224, 1056492, 1036347, 1029624, 1075637, 9526410, 1070702, 977545, 922636, 6034964, 878637, 1018740, 870428, 1080414, 1124729, 1022003, 1098910, 1013503, 1049788, 1006184, 865456, 1026118, 944466, 1054424, 1000002, 862349, 7166791, 1135681, 1127264, 907014, 1128698, 1034956, 1040807, 1122358, 861282, 6704035, 1004097, 10149863, 1072519, 842434, 1094107, 861792, 1046545, 15926885, 1051402, 892314, 835236, 1037863, 1085604, 1076056, 978077, 1001702, 1051516, 909894, 991948, 866528, 913785, 893867, 1068830, 1024306, 12188583, 1075282, 1007195, 948650, 5564526, 1137680, 1062966, 861899, 1027569, 924804, 1025831, 950384, 1030981, 6773108, 890610, 821324, 1087386, 952163, 1137688, 1127831, 1022254, 9527290, 8290421, 1098248, 1127179, 1028816, 965267, 1105488, 930118]"
984,"[1082185, 6534178, 995242, 1133018, 981760, 1106523, 1029743, 923746, 1119051, 1039156, 1116741, 979707, 824005, 874149, 883404, 1026118, 1053690, 1058997, 1039627, 1004906, 854852, 995785, 1010164, 825541, 1067820, 900418, 5569230, 829852, 5978656, 929018, 1013641, 961554, 12352204, 840361, 826249, 878996, 1081177, 987562, 903325, 947220, 951590, 855325, 1030409, 1098066, 962568, 1002558, 908531, 916122, 866211, 859075, 1110218, 901062, 6602440, 933303, 844179, 862349, 933527, 1068719, 1044078, 1022254, 1126899, 913278, 1070820, 1033973, 937276, 904360, 825313, 1119546, 902202, 819594, 1127831]"
985,"[1082185, 995242, 1029743, 6534178, 981760, 1101010, 1056746, 844179, 878996, 961554, 979707, 849843, 962568, 6602697, 914190, 994928, 923746, 903325, 883404, 1053690, 900802, 862732, 907647, 820165, 916122, 995785, 1128016, 833025, 834484, 1005186, 860776, 5978656, 5978648, 993466, 826249, 1056509, 854852, 908531, 1119051, 938700, 874972, 901062, 1098066, 1013321, 847270, 9834988, 965766, 933835, 859075, 840361, 862349, 1037863, 5569230, 1055504, 1071939, 8293385, 1027168, 866211, 1108094, 1004906, 1044078, 1021715, 12302069, 866227, 828143, 13877192, 910032, 1040346, 962229, 1081177, 7139529, 1046689, 854405, 13841744, 940947, 976199, 1062002, 1058997, 1122358, 1096036, 1038217, 899459, 6034857, 934399, 1070076, 1090676, 899624, 15571171, 919534, 925694, 847982, 1075214, 1006188, 978155, 1026118, 847344, 1132789, 1077555, 961979, 1074524, 936594, 1109638, 1033142, 1055646, 9836693, 1039156, 1098844, 838010, 845208, 983584, 940766, 1024306, 1007269, 9420312, 1051516, 941313, 951590, 1014999, 913210, 9245106, 1133018, 957951, 1056973, 909894, 835098, 893501, 944534, 863447, 5568732, 1050534, 5568378, 1077490, 986912, 5569792, 12810393, 1126899, 1070820, 825365, 827261, 1077048, 916381, 976335, 968687, 995896, 1130716, 970119, 1104343, 909714, 1068561, 916050, 1048272, 9527159, 7409971, 1135096, 1043590, 5568729, 925112, 12172355, 8090537, 908504, 1048352, 971922, 848029, 872137, 868764, 1040807, 1092026, 948384, 1022254, 1106523, 862826, 1046262, 1078763, 855325, 1080414, 937292, 10285144, 1100658, 970030, 987562, 1136257, 13671759, 893018, 990797, 1102067, 8090521, 896613, 947292, 5995609, 825343, 895743, 904360, 1139142, 923673, 1068719, 1075368, 829852, 960732, 880150, 1049788, 865456, 871756, 1056775, 863802, 1089021, 1041796, 957232, 844165, 5569471, 1068708, 930917, 825970, 898068, 6463742, 1110572, 873654, 896369, 1058214, 879755, 1006184, 995965, 1065593, 951593, 1059342, 1007195, 1076738, 827180, 5580793, 913785, 890610, 937614, 5592931, 1041487, 7025275, 1003472, 1048200, 1098248, 15925334, 1072685, 1085604, 8290421, 10250438, 1047182, 5592694, 892862, 1127831, 898958, 864774, 897165, 1005898, 1023720, 965267, 819594, 1127179, 952163, 1076056, 933637, 930118, 9526410, 1105488]"
986,"[995242, 1097849, 8090440, 1082185, 1029743, 1125278, 6534178, 1029624, 1098910, 1124029, 1060673, 945372, 8205418, 1104898, 893867, 873964, 985999, 8090509, 983897, 923673, 1035386, 855488, 849843, 916122, 12810393, 1100140, 1098066, 1138189, 1065593, 1131550, 5568378, 883404, 995785, 947798, 1082172, 1056762, 859075, 1089766, 840361, 826249, 1096036, 1062966, 1135868, 981760, 923746, 834484, 1044078, 860975, 1076875, 858649, 844165, 844179, 870547, 1056509, 1053690, 951590, 1122568, 962229, 979707, 1092026, 1029504, 903325, 1085604, 880895, 868764, 6463717, 1074524, 1137775, 899624, 994928, 12811532, 1014948, 1106523, 838797, 982790, 1119860, 828557, 1033142, 12172240, 916381, 1126899, 12301405, 860776, 961554, 5978656, 5978648, 962568, 862349, 1133018, 893501, 985386, 12811534, 1092149, 871513, 8019216, 922636, 1058997, 880150, 5569230, 908531, 854405, 1070820, 1023473, 1068719, 1024306, 1006878, 7155863, 920978, 839188, 986912, 1038217, 845196, 833025, 904360, 1051211, 878996, 1004906, 1081177, 914190, 1000002, 1133169, 845622, 866211, 854852, 1127831]"
987,"[1082185, 6534178, 862349, 1070820, 981760, 979707, 1133018, 6602697, 1057260, 900802, 1034176, 1093603, 908531, 1004906, 6979753, 1106523, 849843, 856060, 849202, 5569230, 1101010, 821083, 971807, 1065538, 859075, 1110572, 819978, 883404, 976199, 844179, 994928, 1005186, 995785, 1137775, 916122, 15972074, 986912, 1056509, 13115501, 1075368, 1046756, 834484, 860776, 1039156, 847344, 874972, 5978656, 5978648, 1040371, 1044078, 1136257, 1077555, 840361, 1000753, 12524174, 921744, 824005, 1043590, 1102959, 951221, 850102, 938700, 962568, 903325, 1132771, 995242, 7139529, 906883, 845208, 998119, 5568378, 933835, 9571047, 883932, 871754, 987562, 9245106, 1075170, 13506200, 1085604, 1038217, 854976, 833025, 1070702, 879755, 10149640, 1071939, 826249, 914190, 8205218, 1053690, 866211, 866227, 15926844, 937928, 857276, 6034857, 951590, 899624, 955431, 962229, 965766, 952972, 1062966, 826385, 923746, 1098066, 1058779, 1058997, 847982, 1096036, 913210, 961554, 970747, 5569471, 7410168, 1065593, 9673980, 846823, 838347, 1081177, 1116476, 1033142, 884945, 1131488, 1128240, 909894, 1026118, 1044207, 971922, 8290587, 1034686, 873902, 987724, 1055646, 1043301, 1037863, 983584, 948811, 1022254, 1103105, 1087102, 999858, 1028166, 9333734, 1068719, 1040807, 1038325, 946681, 845622, 878996, 7443348, 872137, 1126899, 907652, 909761, 10344586, 5592931, 1026162, 854852, 1092026, 901062, 844818, 5566697, 1013291, 1024306, 896369, 913785, 15630096, 1018600, 1097815, 1029743, 6424471, 904360, 910032, 901060, 893018, 844165, 920145, 845294, 12188583, 1076056, 10355978, 918684, 1007195, 1127328, 991019, 8290421, 870515, 952163, 1127831, 1023720]"
988,"[1070820, 862349, 1082185, 1073150, 5585510, 1049735, 1057260, 1127716, 6534178, 856060, 928049, 6533362, 981760, 1031864, 1016800, 931672, 6919433, 923746, 5568378, 821344, 1106523, 1044188, 1043590, 861819, 879755, 1139827, 1096036, 8090537, 1051626, 9935616, 1029743, 849843, 970866, 1039156, 952317, 1108131, 1056762, 858302, 12648296, 883404, 986912, 13008334, 7442180, 1069621, 8205218, 1112766, 1045220, 1085604, 867668, 934697, 994928, 5592931, 1134522, 13007435, 6464208, 10284972, 8019716, 964968, 1062966, 940726, 1044078, 972931, 926796, 1035386, 1004906, 829722, 955075, 866573, 896369, 862682, 951590, 856772, 852080, 1081177, 1065593, 822785, 1136257, 1130777, 903513, 908531, 840361, 9362429, 983584, 1119942, 9836526, 942475, 919180, 826249, 965766, 844179, 1122732, 847982, 950439, 1098066, 1015474, 995785, 860776, 1133018, 962229, 1056775, 1053690, 1102067, 15596515, 834484, 979707, 859075, 5978656, 5978648, 845208, 5569471, 1025641, 914190, 1070497, 987562, 871756, 893018, 1048200, 10122036, 916122, 832678, 1060316, 879752, 844165, 899624, 944466, 866211, 910032, 12731583, 15596488, 962568, 901062, 9524291, 991948, 1092026, 878996, 854852, 833025, 946273, 1068719, 903325, 1033142, 1022254, 995242, 961554, 5568789, 933835, 913785, 1126899, 852856, 5569230, 1058997, 1044895, 1046789, 904360, 13512542, 1024306, 1023720, 1127831]"
989,"[1029743, 1082185, 995242, 859075, 6534178, 13842214, 13842088, 13842090, 894439, 1003188, 908531, 844179, 916122, 833025, 892573, 8090537, 1101010, 5568378, 1004906, 874972, 849843, 866211, 981760, 961554, 1038217, 883404, 13416351, 856060, 840361, 995785, 1108168, 5563693, 8090521, 994928, 913210, 860776, 1119051, 9803545, 1127624, 992622, 879755, 8090509, 1050851, 921744, 827802, 938700, 834484, 1070463, 854852, 1005186, 5995312, 861445, 979707, 820165, 9245106, 911470, 1044078, 914190, 1013321, 834117, 1056509, 951590, 5978656, 5978648, 1060673, 878996, 947798, 999639, 1137775, 1132771, 1081177, 987724, 882941, 826249, 923746, 976199, 930917, 1089766, 909894, 983050, 1096036, 907392, 1043590, 1068719, 870428, 962568, 897954, 12988031, 866227, 1137688, 1070702, 1098066, 899624, 873964, 5592931, 6034857, 925626, 882496, 919180, 847270, 929433, 897953, 971922, 999858, 856788, 893400, 879528, 1071939, 952408, 918368, 903325, 966695, 7025250, 885406, 1096317, 986912, 12518330, 1019883, 6919433, 1065593, 1122358, 933835, 6464208, 870547, 1039156, 962229, 824005, 828935, 1110218, 845208, 1037863, 881047, 990762, 970747, 12810393, 1133018, 1117514, 8181477, 5569230, 6463826, 877337, 999714, 15596279, 908775, 1044805, 9836693, 10285144, 1040807, 1046262, 1110572, 855325, 1138443, 847982, 938138, 925862, 1068292, 863802, 1131550, 1012284, 995965, 1043416, 1075368, 1033142, 1077555, 1085604, 1136257, 1058997, 9835947, 844165, 12301109, 1051516, 1053690, 1004909, 1022254, 1055646, 909714, 848029, 1026118, 1070820, 999207, 862349, 965766, 978354, 1106523, 987562, 1023815, 913785, 1102959, 863447, 1024306, 1089021, 948384, 902094, 871756, 1037337, 956599, 10456568, 860528, 1062966, 998037, 857006, 1134678, 885863, 823990, 8181282, 1126899, 883003, 1092026, 1071556, 1048200, 901062, 863479, 901666, 1076738, 1018600, 1035836, 983584, 873654, 1006184, 1076056, 1137507, 904360, 890610, 893018, 1049788, 5569471, 9835695, 910032, 1119546, 9831711, 6773016, 12188045, 10149597, 6704035, 1062863, 1077285, 868764, 1007195, 10150249, 829323, 1069635, 1062973, 952163, 1046545, 930118, 9526410, 1121393, 1127831, 1105488, 1023720]"
990,
991,"[1082185, 5585510, 860975, 1023958, 995242, 895268, 909894, 5591490, 1026118, 981760, 1029743, 1106523, 901666, 863632]"
992,"[909714, 1082185, 9677236, 5995597, 929751, 849098, 913210, 977166, 1058997, 896369, 901062, 1126899, 1029743, 981760, 1106523, 9527350, 995242, 840361, 1133018, 1106073, 1104604, 866211, 1098066, 1100975]"
993,"[1082185, 995242, 979707, 840361, 1101010, 860776, 5978656, 5978648, 945909, 938700, 6034857, 6534178, 951590, 908531, 883404, 1126899, 914190, 1058997, 1071939, 1033142, 8090539, 866227, 8090541, 862349, 923746, 890610, 1029743, 1070820, 5570383, 6602697, 885290, 5569374, 859075, 1005186, 878996, 962229, 13841744, 883003, 834484, 9364612, 865026, 995785, 819978, 994928, 1048272, 829852, 916993, 1138443, 1137775, 983584, 1036501, 854852, 1055646, 970119, 849843, 1055425, 1043751, 8090521, 901062, 862010, 826249, 13842214, 8293343, 1100972, 866755, 961554, 5569230, 962568, 981760, 866211, 1098066, 885863, 1022254, 1132771, 1062002, 1133018, 850058, 976199, 13382402, 1024306, 916122, 1037332, 893400, 1108152, 1115576, 986912, 879528, 1051211, 1053690, 904360, 1119051, 998444, 1102067, 5569471, 850656, 940947, 1087102, 1110572, 903325, 8293385, 1070845, 887661, 995965, 1004906, 922127, 825541, 10149640, 889649, 10285106, 1075368, 9524511, 933835, 991223, 845307, 1128812, 1068719, 987562, 971922, 913210, 1040807, 892503, 1007796, 900697, 1027569, 14077333, 10285144, 1096036, 905868, 1092026, 1022428, 927400, 1113141, 917438, 1043301, 1007195, 903738, 835973, 5591538, 1081177, 1020682, 1096343, 1109136, 936741, 909130, 909714, 844165, 8011291, 1050583, 993638, 842769, 15596515, 823721, 15831255, 896369, 913785, 871754, 862826, 1019883, 10344586, 965766, 1038217, 905459, 13776705, 5568378, 821695, 9522352, 12810391, 1102949, 15571171, 825659, 5568758, 1022053, 847982, 833025, 12262978, 909894, 5592931, 1037863, 15596279, 1127831, 854496, 910032, 925112, 1026118, 1098248, 1106523, 1016863, 844179, 1111722, 854405, 1068715, 1076056, 906905, 6772859, 1065593, 882830, 893018, 886971, 845208, 1023720, 899624, 1044078, 879755, 1085604, 1105488]"
994,"[1029743, 995242, 8090537, 1082185, 8090521, 899624, 951590, 844179, 6534178, 1112766, 1044078, 828867, 1053690, 1040346, 981760, 1106523, 856060, 1038217, 12731714, 6553737, 883404, 1132771, 846830, 1054424, 903233, 1130763, 1128240, 1096036, 5563934, 5569230, 7168383, 929472, 952972, 1044805, 962229, 923746, 917816, 845208, 979792, 1042438, 1084177, 966684, 877447, 949965, 990797, 1008032, 1084597, 844165, 1092026, 965766, 988736, 1068719, 938512, 916122, 902094, 1065593, 859075, 934156, 866211, 1004906, 1062966, 826249, 862854, 893018, 15596279, 936594, 958137, 1008173, 1053530, 1098066, 1041796, 961554, 928036, 1133018, 995785, 860776, 5592931, 1128698, 5978656, 918771, 878996, 962568, 854852, 908531, 840361, 903325, 1053176, 1081177, 826784, 1070820, 903350, 1058997, 862349, 952163, 1126899, 1134175, 904360, 1127831]"
995,"[1016800, 1082185, 1029743, 995242, 6534178, 925626, 1092937, 1009187, 883404, 1088387, 985579, 997988, 962229, 902172, 1056746, 981760, 1022119, 965693, 1101173, 827656, 1024731, 1096036, 952806, 1096226, 859075, 1014238, 1051211, 1044078, 965766, 1084551, 826249, 935393, 1126899, 995785, 1098066, 5569230, 951590, 961554, 916122, 986021, 1066289, 840361, 5592931, 923746, 933527, 1106523, 866211, 1004906, 1068719, 908531, 6772702, 1070820, 1133018, 904360, 1057102, 1127831]"
996,"[1082185, 1133018, 13842088, 995242, 908531, 6534178, 1081177, 871876, 1029743, 1037863, 909894, 1009187, 951590, 1118533, 1106523, 914190, 1125904, 5569230, 15926886, 1062782, 1024306, 896085, 932949, 859075, 1101010, 1098066, 843898, 860528, 819978, 1137344, 987562, 883404, 838186, 981760, 979707, 844179, 923746, 1058997, 1040807, 840361, 1004906, 885863, 970760, 1018740, 854852, 1010164, 878996, 9245108, 835098, 1135834, 826249, 860776, 890610, 865026, 1068719, 1069621, 961554, 880150, 834484, 1131344, 866211, 5978656, 5978648, 1104604, 995785, 1035386, 12757316, 1026118, 933835, 12731714, 962229, 849843, 862799, 994928, 1062966, 993638, 847982, 1044078, 1068830, 997202, 1137775, 845208, 1106301, 899624, 1043751, 862349, 962568, 986912, 921504, 1132771, 1039937, 1087102, 847344, 1053690, 981874, 1128244, 1013528, 904360, 913785, 945090, 9296919, 870515, 12812474, 825616, 916122, 1096036, 965543, 998206, 845307, 1068343, 1046262, 833025, 883003, 1004909, 8291322, 1004066, 1033142, 1126899, 901062, 844165, 1024051, 859010, 15831255, 1065593, 1070820, 903325, 1023720, 1121367, 965766, 5568378, 1046789, 9526410, 1092026, 1085604, 1127831, 1105488]"
