user_id,catb_recommender
1435,"[1029743, 1082185, 8090537, 995242, 8090521, 870547, 930917, 899624, 1106301, 981760, 962229, 1101173, 12810393, 944534, 820321, 6534178, 1042907, 1119761, 883404, 9835223, 15741861, 862349, 916122, 961554, 835243, 846764, 923746, 951590, 874255, 9575582, 1070820, 1004906, 826249, 863885, 15926712, 1106523, 1105301, 840361, 1121321, 1098066, 965766, 845208, 1043590, 844179, 995785, 957232, 1096036, 5569230, 1044078, 1042544, 1097422, 865456, 1014948, 904129, 866211, 948384, 962568, 853172, 1133018, 1084331, 908531, 15926927, 1126899, 5592931, 5978656, 910032, 904360, 1127831]"
1436,"[1082185, 1133018, 1106523, 5569230, 5569845, 5569471, 5568489, 6534178, 1110572, 986912, 1053690, 981760, 1001475, 951590, 995242, 15571171, 995785, 883404, 856060, 991592, 1081177, 890296, 1018050, 923746, 962229, 1029743, 840361, 970030, 826249, 1070820, 1098066, 854852, 879755, 908531, 1093329, 904360, 1127831]"
1437,"[1082185, 995242, 6534178, 1029743, 844179, 961554, 859075, 840361, 1044078, 995785, 981760, 833025, 883404, 938700, 849843, 834484, 1013321, 1081177, 826249, 999971, 1098066, 5978648, 5978656, 5591154, 1004906, 1136257, 1058779, 1096036, 914190, 1054814, 5569230, 916122, 873203, 909894, 845193, 860776, 994928, 1055646, 929309, 1071939, 1044805, 878996, 859010, 907128, 877447, 866227, 1034686, 820165, 923746, 1068719, 847270, 999639, 1070214, 862349, 13417590, 12301100, 1044759, 1026118, 874972, 6534035, 6034857, 834117, 1129576, 6979427, 1005186, 908531, 1082172, 944137, 1139827, 845208, 1054216, 824005, 1068258, 866211, 8090537, 1029112, 1058997, 5569845, 9245106, 854852, 935284, 13416351, 1033142, 828143, 12301109, 835236, 13417591, 871756, 1074333, 1086504, 987562, 1132198, 819304, 1050851, 873627, 838602, 913210, 828867, 5580793, 6464208, 847982, 892314, 930917, 862308, 951197, 839419, 6464147, 979707, 5592734, 10284972, 1070782, 991435, 7409918, 915086, 881708, 9296804, 951190, 945652, 933835, 951590, 969836, 6979089, 1043590, 899624, 12810393, 12524174, 1122547, 888275, 860975, 1100125, 934697, 1008316, 897125, 972931, 1095100, 905868, 962229, 1038217, 1069621, 983936, 1013999, 6464165, 870195, 854405, 1007082, 1015597, 1077373, 865528, 913490, 5568378, 1065211, 962568, 1085333, 1138443, 891279, 870547, 1070820, 911502, 1080414, 1124729, 10180324, 1106523, 6463826, 933067, 5569471, 887984, 1087102, 9296919, 885863, 863447, 12386187, 867272, 1064755, 7464370, 8090521, 1133018, 995965, 897954, 1068561, 870515, 924352, 1026362, 1127624, 925626, 1100856, 9655212, 986912, 1016982, 883963, 884896, 6463724, 999858, 1126899, 847127, 1013770, 9835223, 1134414, 871680, 1037863, 1021324, 1101010, 976199, 1129049, 1028816, 893018, 904360, 1065122, 934427, 896369, 1092502, 1128206, 12811532, 1056509, 1035143, 902094, 12385373, 827180, 1048462, 7409874, 8119097, 1075283, 1101173, 1100972, 903325, 1062002, 949784, 1069979, 965766, 925178, 828106, 1065593, 848029, 872137, 1040807, 1006184, 823915, 5569327, 1122358, 947798, 1035836, 1024306, 1108844, 943233, 1077555, 957013, 927860, 1049788, 920205, 1130850, 1022254, 5564906, 883003, 1075368, 901060, 1039156, 1043301, 909714, 9833277, 844165, 893501, 1003838, 1076056, 9368203, 983584, 1131500, 868764, 5592931, 866871, 1053690, 842434, 910032, 873654, 858918, 868147, 1123035, 1076738, 1097815, 1051516, 879755, 1110572, 1059902, 1044895, 901062, 877523, 1092026, 890610, 952163, 1007195, 1102949, 913785, 1085604, 930118, 1127831, 1098248, 9526410, 1105488, 965267, 1023720]"
1438,"[1082185, 6534178, 9523079, 1028816, 1008032, 993379, 1037863, 874972, 6391381, 1026118, 9297403, 1029743, 13654702, 961554, 9677366, 951412, 995785, 845208, 1051516, 1052912, 995242, 840601, 1119051, 903325, 857006, 981760, 1137688, 12518330, 866211, 923746, 883404, 944486, 840361, 854852, 1106523, 9884698, 7169034, 1004906, 962568, 826249, 916122, 1098066, 821695, 1022254, 1070820, 5569230, 863632, 1133018, 951590, 1126899, 1014948, 891141, 1044078, 994868, 858439, 908531, 1024306, 834303, 930118, 873654, 904360, 1057102, 1127179, 1023720, 965267, 1127831]"
1439,"[1029743, 995242, 1082185, 859075, 981760, 883404, 6534178, 874972, 1050851, 840361, 826249, 987562, 1110764, 847982, 1098066, 897306, 830503, 961554, 1011300, 986912, 951590, 833025, 1069621, 995785, 1113381, 923746, 897125, 1012587, 1120362, 854405, 5569230, 857503, 6034857, 1106523, 1006184, 896613, 1133018, 908531, 1070820, 878285, 1126899, 904360, 1051402, 1022827, 1127831]"
1440,"[908531, 1106523, 1133018, 1082185, 8090537, 6534178, 5568378, 840361, 8090521, 5569230, 1096036, 844165, 1053690, 995242, 923746, 883404, 849843, 1044078, 859075, 1038217, 1004906, 1065593, 1058779, 833025, 1013321, 938700, 5569327, 826249, 1092026, 1098066, 899624, 844179, 1029743, 914190, 1101010, 873964, 847982, 1029624, 8205218, 965766, 987724, 1061220, 981760, 916122, 1071939, 890695, 1050968, 934676, 994928, 1018740, 828867, 995785, 933835, 1101173, 1029504, 961554, 925626, 947798, 834484, 896369, 1095700, 916381, 5569471, 866211, 936594, 1077555, 952317, 979707, 1070702, 1076875, 1062966, 13381584, 909894, 12810393, 907631, 5978648, 5978656, 1055646, 897125, 860776, 935284, 983584, 10457128, 870547, 976864, 880150, 1005609, 1035386, 1095100, 1081853, 951590, 1043590, 1128240, 12262992, 870933, 1005186, 866227, 917654, 1074524, 1056509, 962229, 987562, 906763, 1035676, 1072483, 962568, 13189726, 13190294, 9245106, 7409874, 15596488, 975649, 988693, 1087102, 1127232, 12132315, 937292, 972931, 5592931, 845208, 1112766, 905868, 12988031, 1136257, 1004596, 849870, 1033142, 879755, 1131550, 1132771, 1004436, 1029685, 947292, 1128464, 980657, 10344586, 863447, 893018, 9833277, 1081177, 852360, 1135258, 893501, 1043751, 827180, 835098, 883003, 9835408, 1110572, 919180, 913210, 6034857, 13007837, 853998, 913144, 15596515, 1085604, 12811532, 914186, 955370, 1037863, 919534, 904236, 9526411, 13213015, 1113189, 976199, 957741, 903325, 5580793, 1121360, 1039156, 912949, 910032, 1075368, 1090884, 970747, 1068719, 889912, 1085778, 1076738, 1080989, 904360, 878996, 12263692, 986912, 1058997, 15926638, 913785, 844054, 901062, 9297154, 862349, 8357613, 928584, 1126899, 1070820, 1066289, 1048200, 1006184, 1026118, 9527290, 853210, 1024306, 909714, 1019230, 1051516, 854852, 1076056, 867188, 995965, 1046545, 1007195, 1022254, 9526410, 866540, 1127831, 1023720, 930118]"
1441,"[1082185, 959316, 5569471, 1029743, 865511, 922651, 6464166, 5569230, 1005184, 5569845, 860528, 6534178, 1102067, 951590, 13382402, 862308, 1079223, 995242, 859427, 981760, 913210, 6463367, 1126899, 6034857, 1106523, 840361, 826249, 897306, 1133018, 1098066, 962568, 903325, 1127831]"
1442,"[1133018, 1106523, 1082185, 981760, 951590, 1038217, 827683, 873627, 923746, 993466, 6534178, 8205218, 883404, 5569230, 905539, 1053690, 1044188, 1043590, 1125123, 896369, 1048462, 826385, 995242, 1065593, 845208, 1062966, 957063, 9881948, 1013999, 1130458, 1037863, 883963, 1096036, 9487603, 993638, 826249, 1058021, 857697, 1093113, 995785, 878996, 1068830, 1098066, 832442, 1056775, 1004906, 824758, 1043663, 893018, 866211, 827999, 1044078, 15629778, 962229, 960732, 12987976, 840361, 844179, 987562, 999391, 843259, 860776, 909894, 847982, 1086252, 5592931, 12384657, 945909, 1029743, 962568, 15596279, 10204822, 890610, 961554, 862349, 9337581, 916122, 1081177, 5978656, 825970, 854852, 859075, 908531, 1070820, 903325, 1130777, 1102959, 1068719, 1058997, 1126899, 904360, 1024306, 9526410, 1127831]"
1443,"[1082185, 819927, 8203451, 5569471, 906844, 981760, 941658, 1029743, 13189919, 893501, 1106523, 1053690, 995242, 1092026, 840361, 1063907, 1133018, 878285]"
1444,"[1029743, 1082185, 995242, 6534480, 999714, 999090, 978906, 13945244, 6534178, 1111786, 883404, 5569471, 981760, 844991, 1093030, 914190, 962229, 1037894, 7441210, 1015280, 1139216, 951590, 1075368, 7025362, 951197, 826249, 995785, 1098066, 893501, 7024927, 840361, 1015548, 1053690, 5569230, 916122, 1070820, 923746, 1106523, 898068, 1133018, 908531, 867188, 904360, 1127831]"
1445,"[1082185, 961554, 6534178, 903325, 962568, 995242, 1029743, 862349, 6034857, 840361, 1070820, 981760, 916122, 8090509, 5569230, 878996, 995785, 854852, 844179, 979707, 833025, 6534480, 1004906, 834484, 824005, 6534035, 5978648, 5978656, 944137, 908531, 923746, 819840, 1081177, 892531, 1026118, 1055646, 925626, 1044078, 859075, 860776, 965842, 5568378, 938700, 830503, 883404, 1013321, 914190, 849843, 8276172, 951412, 820165, 866211, 951197, 8090537, 1119051, 908318, 873627, 5568729, 1027168, 5569471, 847270, 1098066, 826249, 13842214, 828935, 999971, 944466, 998352, 866227, 909714, 986947, 13842090, 967476, 892314, 1005186, 994928, 8090521, 843756, 1053690, 8293447, 1137688, 874972, 865511, 1065593, 1127624, 1116821, 1096343, 902172, 1033142, 1077555, 1071939, 1074524, 995965, 1077490, 8273833, 845208, 926233, 1052912, 1092835, 953476, 837644, 1005456, 871061, 1136257, 913278, 899624, 9268695, 970030, 5569845, 848071, 854405, 965766, 5569327, 828278, 1138189, 870515, 1117514, 1031087, 1027039, 1028816, 900802, 1048462, 896761, 1017369, 901062, 1094955, 839243, 13876901, 940766, 857849, 1055072, 9571047, 1075637, 844165, 1029685, 1046262, 1018050, 951590, 932298, 12263788, 1004390, 933835, 857503, 1125382, 12648296, 904813, 921614, 1022003, 1058930, 7025094, 825343, 1085780, 1123146, 1007269, 1037863, 1038217, 976199, 9677949, 12301109, 820321, 1003188, 866292, 9836460, 893221, 1050534, 7441102, 1037840, 1068719, 862308, 1077600, 990797, 929668, 834117, 1044207, 1135258, 906883, 854133, 1133254, 1004436, 9527159, 919534, 1023815, 5570048, 901666, 961620, 827180, 1118012, 968072, 862335, 12810393, 823704, 860469, 5592094, 940947, 913210, 872137, 1022428, 838097, 5591814, 863479, 1007549, 848029, 1058997, 5568995, 1077373, 1074271, 995896, 9858742, 998373, 825994, 1065211, 897954, 1134522, 1079987, 1124729, 916381, 1048272, 912860, 1139827, 821219, 1075175, 983584, 870547, 1096036, 825703, 5591170, 1022254, 902094, 1101173, 904360, 962229, 1051394, 1080414, 863447, 986912, 944534, 5585510, 896369, 1062340, 1066289, 1139216, 865456, 1044724, 999858, 1083770, 987562, 847982, 12384657, 9832156, 834842, 863030, 1106523, 873056, 883817, 907014, 865178, 894447, 909338, 895295, 905081, 871756, 1132178, 1088873, 16729415, 1092026, 832678, 1103691, 1133018, 13776705, 1121321, 819255, 1022848, 1074754, 8019716, 1082814, 1027569, 1131310, 1056509, 1127831, 1112598, 1024306, 849297, 1074509, 1075368, 1051516, 1113415, 1042438, 870315, 1039156, 10284966, 879755, 9835606, 8014645, 1043590, 913785, 893501, 883003, 957951, 5592931, 910032, 9487780, 1122358, 893018, 1110572, 13841744, 1006184, 1126899, 902202, 835098, 1076056, 1049788, 1048260, 1044599, 1084331, 1007195, 1101010, 868764, 1131892, 1062966, 1132771, 909894, 1105488, 890610, 1085604, 1098248, 1040807, 1046545, 9527290, 1127179, 930118, 9526410, 1023720, 952163, 965267]"
1446,"[1082185, 1133018, 981760, 1106523, 923746, 6534178, 12731544, 6979427, 1042907, 1029743, 16100266, 951590, 845208, 907647, 995242, 898847, 1037863, 907128, 883404, 1051211, 1043590, 1004906, 995785, 1077373, 987562, 969866, 9296804, 6979089, 1026118, 5568197, 13007435, 983936, 972143, 937292, 840361, 1044078, 878996, 911622, 986912, 826249, 1006414, 824005, 6551782, 844179, 1098066, 866211, 12385374, 909894, 830304, 860776, 1053690, 916122, 847982, 1081177, 1076056, 961554, 915874, 5978656, 907418, 962568, 954216, 859075, 962229, 1096036, 1068719, 862349, 872755, 5569230, 941734, 5592931, 854852, 1066289, 1131374, 1068343, 918588, 1058997, 945385, 1070820, 1048200, 996506, 908531, 903325, 1075074, 830775, 1126899, 1003472, 904360, 1006184, 952163, 1127831]"
1447,"[1029743, 995242, 8090537, 1082185, 5568378, 918368, 8090521, 1076875, 1070214, 883404, 5592094, 1037340, 987724, 6534178, 844165, 1092026, 981760, 859075, 1096036, 826249, 1098066, 868764, 1053690, 957839, 9836106, 869577, 899624, 883963, 868683, 1128016, 1126895, 840361, 951590, 844179, 1122568, 893018, 923746, 1074697, 1044078, 1054262, 913210, 9527161, 1058997, 15741861, 1133018, 961554, 995785, 7025362, 1019099, 946273, 866211, 7024871, 1106523, 1084331, 908064, 1004906, 5569230, 1068343, 916122, 1081177, 908531, 844462, 962568, 7409949, 898068, 5978656, 1126899, 862349, 1070820, 879445, 904360, 9526410, 1127831]"
1448,"[1029743, 995242, 1082185, 917033, 1099164, 1101010, 1050741, 1132771, 883404, 6534178, 1028995, 981760, 1051211, 1006878, 826249, 1110572, 879755, 1098066, 1000002, 986912, 1012922, 995785, 9707498, 1087102, 5569230, 1126808, 961554, 1043751, 1085604, 974156, 883003, 951590, 949294, 840361, 933835, 1133018, 916122, 1106523, 923746, 908531, 1004906, 1070820, 904360, 1126899, 1127831]"
1449,"[995242, 1029743, 1082185, 1133018, 922907, 1106523, 981760, 5592610, 6534178, 5590613, 921744, 1029624, 883963, 826249, 1043590, 1098066, 923746, 883400, 1044655, 951590, 891516, 840361, 990797, 908531, 890610, 1126899, 1127831]"
1450,"[995242, 1029743, 1082185, 1096036, 981760, 1070702, 12302069, 1038217, 899624, 6534178, 1082172, 922907, 1029504, 1038663, 883404, 946995, 945200, 947798, 9670830, 923746, 1044078, 877447, 1037863, 844179, 917816, 1069621, 826249, 1013770, 12731432, 884774, 1098066, 882288, 1127758, 1052912, 979707, 1027102, 893018, 859075, 834117, 882830, 912112, 1043590, 993379, 1012587, 995785, 845208, 12695224, 5583595, 866211, 7410288, 6391381, 961554, 7410013, 913210, 8181477, 5569230, 987562, 1004906, 844462, 1062966, 840361, 1053690, 878996, 860776, 7025047, 951590, 828106, 6464056, 916122, 985999, 908531, 12949590, 893258, 962568, 962229, 844165, 1085604, 862349, 1065593, 904129, 13945141, 906830, 857006, 1081177, 5978656, 1106523, 1034383, 903325, 1058997, 1133018, 12670071, 957013, 1046545, 1070820, 12648967, 854852, 1068719, 904360, 1126899, 957951, 963336, 1127831]"
1451,"[1082185, 6534178, 1029743, 995242, 840361, 961554, 862349, 981760, 995785, 834484, 1013321, 938700, 8177622, 868423, 883404, 849843, 970119, 5978648, 5978656, 826249, 1098066, 1013928, 6034857, 999971, 914754, 916993, 1079292, 943233, 916122, 860776, 1110142, 1096036, 914190, 1055646, 822346, 994928, 927191, 9878513, 5569374, 856772, 1096317, 824005, 1065593, 878996, 1133018, 979707, 908846, 896369, 961269, 1051323, 1071939, 1029504, 847270, 839419, 1070820, 953476, 976998, 999779, 820165, 1058779, 986947, 867668, 1005609, 5569230, 1131550, 5569471, 1105623, 1124507, 5569327, 1131602, 866227, 9935616, 1081853, 1091499, 908531, 1083446, 1043416, 962568, 1038663, 992986, 1011578, 10121965, 8090521, 1041259, 1130468, 1096343, 1097239, 5592261, 969568, 14025185, 5568378, 847982, 1026118, 1005186, 845705, 822225, 989069, 857849, 1033142, 8090537, 982493, 1042907, 1122568, 13190294, 837107, 1058997, 856345, 6034966, 1077490, 1044078, 1042702, 902167, 859010, 995230, 1106523, 1004906, 928049, 898212, 1014458, 999104, 1039589, 960984, 1094955, 6464147, 1027168, 5590613, 1134522, 1009969, 948232, 8293447, 1104584, 9420140, 1104343, 990656, 1051211, 8276172, 953320, 952317, 1038217, 845208, 1076571, 1003188, 877337, 1053690, 15741861, 843756, 916758, 903325, 1110843, 1000237, 1075470, 889731, 947798, 839747, 1055956, 856435, 1075637, 1022003, 1050229, 1105917, 854852, 15972074, 929668, 859426, 859075, 1078763, 993466, 1115228, 987562, 951590, 941741, 849505, 1022119, 907647, 1113381, 9526430, 1102067, 5592610, 5587938, 858419, 967948, 9524511, 1069621, 1091858, 1057260, 860975, 7410344, 889509, 12810393, 938300, 5995129, 9677109, 901062, 9911484, 904574, 963226, 922340, 1037863, 888275, 1039287, 1062966, 940766, 825731, 1054262, 987724, 976199, 857503, 983584, 855325, 833025, 13189919, 883963, 1097195, 926909, 951197, 886703, 1120213, 1031447, 945805, 1014948, 965138, 1137387, 1081177, 978313, 825343, 1138854, 1102456, 6463717, 827180, 897125, 1017369, 908318, 930917, 965292, 1012922, 1005274, 6463826, 936594, 1106301, 1116821, 956902, 1101932, 965766, 944137, 1136257, 887503, 6979803, 1075074, 1048472, 1071342, 862101, 975092, 1046584, 968072, 948670, 893501, 13189726, 8119297, 924610, 919534, 854754, 1120266, 1025641, 15596488, 1080414, 10180324, 1022053, 866211, 1011572, 1092303, 861486, 819304, 966358, 1117514, 9245417, 904360, 8014645, 9337581, 899624, 5585510, 13512060, 923746, 1124729, 9832160, 904236, 925112, 1123842, 970202, 980727, 1103741, 995896, 12301109, 1077540, 954673, 880150, 838186, 10341697, 1051516, 868764, 941734, 10204333, 909894, 1094308, 1072843, 885290, 823704, 12810464, 919948, 899019, 844179, 999270, 843558, 870547, 970030, 1048483, 898068, 1137344, 888431, 1020156, 1130858, 8249365, 844165, 1001266, 9835903, 870515, 1042438, 1109192, 897954, 872137, 907014, 13212996, 865456, 1028816, 1006188, 825006, 9522352, 9245106, 916050, 871756, 7410220, 951412, 1101173, 993638, 1039156, 981086, 13841744, 9707240, 1041796, 834117, 916381, 981888, 933835, 1126899, 990797, 1092026, 874972, 1049788, 1043590, 865178, 5569845, 1119051, 1105034, 863447, 1028473, 1062002, 999858, 1101010, 1137688, 1050721, 858918, 832678, 1017887, 947761, 866172, 918846, 849202, 854405, 940947, 1024306, 835098, 971922, 1043751, 1043301, 1110692, 5592931, 1005898, 883932, 867188, 985999, 864774, 1068719, 874643, 1132771, 1110572, 893018, 943076, 995965, 1077555, 1004066, 989935, 868147, 913210, 918588, 10284966, 12188583, 957951, 909714, 937614, 1087102, 1038497, 1044895, 1094767, 861279, 9337369, 873654, 917381, 1076056, 1056509, 838396, 1040807, 883003, 962229, 9526411, 1022254, 986912, 1122358, 1102959, 837270, 890610, 1075368, 1027569, 910032, 913785, 1085604, 879755, 1006184, 10150249, 1138443, 1007195, 903800, 1121393, 1046545, 1098248, 933637, 952163, 1127831, 9527290, 1105488, 1023720, 965267, 1127179, 9526410, 930118]"
1452,"[995242, 1133018, 1082185, 1029743, 1106523, 1013928, 6534178, 883404, 923746, 999779, 981760, 951590, 1038663, 826249, 943233, 1058779, 1038217, 1098066, 844165, 12302069, 10457128, 1053690, 995785, 1110572, 908504, 1118533, 1044078, 1096036, 948832, 995055, 870547, 863802, 1092026, 1008032, 986912, 1061220, 961269, 865528, 13841744, 885290, 879755, 5592931, 1039156, 862732, 1134292, 8020234, 1062966, 840361, 889509, 844179, 860776, 1138189, 1004390, 7409664, 969205, 1025611, 8293447, 1085604, 1004906, 15926725, 866211, 1123720, 5569230, 5978656, 859075, 1124029, 12757316, 1081177, 1103691, 850529, 916122, 1062001, 962568, 927400, 929704, 1068719, 10285144, 862070, 908531, 955399, 1102959, 950824, 948650, 878996, 904360, 854852, 962229, 961554, 903325, 862349, 1070820, 1058997, 1126899, 1127831]"
1453,"[1082185, 6534178, 916122, 995242, 979707, 1029743, 6034857, 962568, 961554, 5569230, 824005, 5978648, 5978656, 903325, 878996, 1058997, 12171656, 981760, 6602729, 944137, 946995, 1043787, 995785, 834484, 5578547, 923746, 887102, 909714, 951412, 13842214, 866211, 862010, 1092588, 863802, 835279, 892573, 1062128, 14106445, 1112238, 832001, 5569845, 1137688, 1055504, 13842090, 1128016, 1055646, 906262, 860776, 1051468, 940947, 1136719, 965842, 12731436, 1116821, 995478, 12988031, 991223, 1000237, 1119051, 825541, 8090440, 5582712, 963868, 840361, 7139529, 6602697, 8090513, 827802, 1098844, 908846, 1090676, 1134398, 1046262, 847270, 894439, 848071, 8293343, 820165, 999250, 874972, 1026118, 916993, 1041259, 1005186, 901062, 970030, 859427, 16100266, 941307, 5568729, 986912, 12262778, 1081177, 908318, 1003600, 858373, 1023196, 1002771, 1113141, 9655528, 1051516, 865501, 1126899, 970119, 974204, 1028816, 828935, 12810393, 1112205, 986947, 1132911, 913210, 1136257, 1004906, 943233, 854852, 874149, 1052912, 1034686, 1010424, 8019977, 12987976, 1009449, 870515, 994928, 6514160, 1033142, 858419, 841309, 1127831, 1108152, 892531, 845208, 844179, 1013167, 829852, 825994, 1103752, 1006342, 904422, 1021324, 1125278, 925112, 12384779, 8273833, 8293447, 1092303, 1098066, 843756, 856942, 1013321, 938700, 1022254, 8203834, 1061982, 883404, 8090509, 825343, 849843, 861792, 9881593, 907392, 1096343, 1117514, 982799, 826249, 8276172, 9245106, 866227, 827999, 1043301, 970202, 1138189, 930603, 862732, 861279, 922127, 1110843, 995965, 1057260, 1024306, 1106271, 900802, 1003257, 850058, 1104343, 828867, 834117, 861445, 1110764, 1059527, 15717057, 9803810, 854754, 1033545, 886481, 999971, 961979, 1006188, 13671962, 1073902, 976199, 859075, 1053924, 5569374, 1004436, 833715, 879528, 1040935, 13416351, 951590, 1135044, 7169034, 843346, 904236, 1014948, 985999, 893867, 7138817, 1048257, 862854, 9884484, 856790, 13876901, 12263788, 897125, 9527159, 863449, 877447, 1029685, 1008547, 914190, 1050851, 8273950, 956813, 1102456, 871061, 10180324, 857849, 921836, 987724, 1037332, 1053690, 15571171, 1087753, 12811532, 1001266, 999730, 903800, 5568378, 983623, 5591814, 993638, 10284972, 1069312, 859010, 857503, 927191, 1062002, 883963, 1070702, 826666, 1009046, 1042697, 1096817, 9837501, 1020682, 10204333, 953476, 976998, 9832070, 1058214, 10204487, 831628, 870195, 1087605, 1014802, 12518330, 1005898, 894447, 881328, 1034176, 899624, 911609, 1071939, 1056973, 913894, 10285144, 998119, 857006, 882013, 908181, 10150194, 1043494, 840890, 6039859, 8181451, 9835509, 1109374, 1038217, 13841744, 9926758, 1008892, 1074754, 1057102, 869857, 820518, 908531, 1131488, 1099905, 6633273, 9337581, 907631, 9242918, 831557, 1071277, 1003188, 1096317, 10121965, 1138467, 1033403, 1110572, 909396, 965766, 1069788, 821556, 1037863, 1039589, 5569471, 904360, 1012587, 833025, 862349, 5592094, 1090793, 1105616, 971922, 883932, 12132648, 829323, 6463874, 940766, 839419, 872137, 993441, 1077490, 1051211, 900697, 833940, 929668, 854405, 1076056, 825006, 901344, 12352204, 936594, 1058779, 934639, 853354, 978354, 870547, 10341697, 943076, 844165, 1044078, 9553397, 1106301, 1051069, 1055863, 1039156, 1007195, 882305, 5591170, 944534, 7464370, 838186, 912704, 1038663, 863699, 866871, 1130458, 864805, 6773016, 1124729, 960942, 1068719, 13382402, 7409971, 1133018, 822407, 1096458, 1096036, 852856, 911812, 9832156, 821695, 1002558, 835098, 5569615, 1022097, 15630096, 1023979, 1046584, 5567502, 5568789, 1014238, 1027642, 873902, 1080414, 957951, 999104, 925626, 837270, 1121603, 1022003, 1050229, 1094955, 866172, 897954, 862139, 1023226, 1076738, 12301109, 916381, 1114597, 1111786, 880150, 1107553, 837751, 952317, 1051781, 908064, 896369, 847982, 823704, 1094619, 863447, 830097, 1106523, 1054262, 845462, 907128, 1076875, 1070820, 827919, 5569327, 846417, 869622, 990797, 1029624, 906923, 9194207, 1037621, 1087102, 863529, 832678, 903350, 1042907, 9677202, 9522352, 12782181, 1131892, 1008173, 5566697, 979057, 15596279, 930917, 1101173, 1134522, 1020581, 865456, 919534, 1045220, 873627, 910032, 999270, 1127624, 1102949, 907014, 1112598, 1016863, 893018, 1006184, 865178, 933835, 871756, 1137775, 867188, 5585510, 983584, 1019881, 893501, 10309725, 1056509, 843656, 1000753, 1059473, 896613, 825665, 918335, 862538, 1105488, 1069621, 890610, 1085604, 861821, 987562, 5567876, 1122358, 873474, 1027569, 947798, 962229, 860975, 885290, 1074594, 879755, 15926886, 868764, 1075368, 1049788, 1131374, 839818, 1018740, 900703, 1066289, 1138443, 1092026, 1101010, 819594, 1041796, 891141, 1045228, 1132771, 872755, 843306, 909894, 1042438, 1008626, 1087755, 1102959, 951190, 1098248, 898068, 5592931, 877455, 1043590, 1048462, 1048200, 930118, 1062966, 1130777, 1077555, 856772, 902202, 1040807, 999858, 898958, 8090537, 845307, 864774, 7024990, 913785, 1046545, 1065593, 933637, 1071342, 1023720, 883003, 8090521, 1043751, 9527290, 1127179, 965267, 952163, 9526410]"
1454,"[1082185, 995242, 1029743, 6534178, 979707, 878996, 962568, 961554, 6034857, 914190, 981760, 5569374, 903325, 840361, 995785, 834484, 859075, 1081177, 5978648, 5978656, 5569471, 870515, 862349, 900802, 854852, 819978, 9571047, 6514160, 866211, 1055646, 856252, 970030, 1116821, 8177622, 944137, 860776, 951412, 976199, 1137775, 1052912, 847270, 909268, 1070820, 5569230, 1115576, 970202, 901666, 820165, 1037863, 994928, 916122, 938700, 1013321, 879528, 847982, 1005186, 1024306, 1003188, 10121965, 901062, 1105917, 9655528, 1137688, 1033142, 921504, 1135096, 9835509, 1004906, 862732, 866227, 1113141, 859427, 833025, 1018740, 882604, 933835, 940947, 872137, 845208, 1108094, 980657, 825541, 8293385, 1077555, 909714, 1058779, 1104343, 1046262, 12427353, 1071277, 951197, 883404, 1022254, 9837501, 1098066, 841220, 951590, 7410013, 6602697, 849843, 1077359, 1056509, 839656, 1101010, 908531, 957063, 1043301, 844179, 826249, 922127, 1067820, 8090537, 13008321, 9836460, 826144, 971922, 1039589, 1028816, 999104, 1038217, 1058997, 15926886, 1051516, 824180, 835278, 851515, 860975, 1081853, 13877192, 999971, 9832070, 845705, 909894, 995965, 1131602, 923746, 1136257, 1139493, 1004475, 871754, 1071939, 1117514, 1077490, 903609, 1051211, 1051283, 8293447, 1011459, 1040807, 830245, 903350, 835098, 1108994, 1120928, 9832160, 6463583, 6551861, 1007911, 919534, 1026118, 1119454, 940766, 5568378, 865357, 9245312, 896369, 1075637, 987562, 12301073, 818981, 832678, 904360, 909338, 827656, 913210, 1039156, 1022097, 899624, 893501, 1027569, 1046957, 986912, 844054, 6464165, 13776705, 910673, 851676, 6463709, 823721, 10285243, 1087102, 1044078, 865456, 1045228, 8090521, 896709, 850133, 8019716, 951593, 15926775, 1077285, 1021562, 861821, 983584, 871756, 1049788, 866871, 1069979, 917407, 957951, 1053690, 935284, 854976, 868082, 1102959, 840890, 1043590, 1133018, 7167945, 1080414, 883003, 965766, 1065593, 1124729, 873654, 913406, 1130777, 1096036, 12810393, 1068719, 890610, 834842, 6978886, 5567876, 6979516, 1075368, 1112441, 1126899, 1076056, 1117128, 1098248, 1022053, 819594, 1127831, 913785, 1034383, 10285389, 1006184, 962229, 1057102, 1007195, 1105488, 897165, 5592931, 1122358, 893018, 844165, 910032, 1098188, 1106523, 868764, 1023720, 879755, 1110572, 930118, 7024990, 952163, 965267, 1092026, 1085604, 9526410]"
1455,
1456,"[1082185, 8090521, 1106523, 5569845, 1137346, 5569792, 1133018, 940947, 845774, 1039156, 951590, 6534178, 5569230, 9926758, 1029743, 7025203, 862682, 13841744, 981760, 995242, 883404, 1088628, 840361, 5591490, 995785, 826249, 12301109, 1098066, 1070820, 923746, 1085604, 1062966, 908531, 1068719, 904360, 1127831]"
